Time,U,V,W,U_avg,V_avg,W_avg,U-Uavg,V-Vavg,W-Wavg
0,32.8,5.97,3.08,27.30653354,0.048330476,0.107577744,5.493466465,5.921669524,2.972422256
0.01,30.57,5.56,0.8,,,,3.263466465,5.511669524,0.692422256
0.02,29.1,3.36,-1.29,,,,1.793466465,3.311669524,-1.397577744
0.03,27.63,1.16,-1.85,,,,0.323466465,1.111669524,-1.957577744
0.04,26.24,-2.32,-0.75,,,,-1.066533535,-2.368330476,-0.857577744
0.05,26.13,-0.37,-0.45,,,,-1.176533535,-0.418330476,-0.557577744
0.06,26.03,1.56,-0.15,,,,-1.276533535,1.511669524,-0.257577744
0.07,28.9,0.31,0.06,,,,1.593466465,0.261669524,-0.047577744
0.08,29.17,1.97,0.17,,,,1.863466465,1.921669524,0.062422256
0.09,30.42,3.9,-1.38,,,,3.113466465,3.851669524,-1.487577744
0.1,31.67,2.93,-0.6,,,,4.363466465,2.881669524,-0.707577744
0.11,29.73,2.16,-0.82,,,,2.423466465,2.111669524,-0.927577744
0.12,30.75,4.27,-1.68,,,,3.443466465,4.221669524,-1.787577744
0.13,31.79,3.21,-1.25,,,,4.483466465,3.161669524,-1.357577744
0.14,25.15,3.4,-1.59,,,,-2.156533535,3.351669524,-1.697577744
0.15,24.13,0.68,0.15,,,,-3.176533535,0.631669524,0.042422256
0.16,23.11,2.04,-0.72,,,,-4.196533535,1.991669524,-0.827577744
0.17,25.55,3.31,1.45,,,,-1.756533535,3.261669524,1.342422256
0.18,25.61,2.18,2.04,,,,-1.696533535,2.131669524,1.932422256
0.19,25.02,2.1,2.09,,,,-2.286533535,2.051669524,1.982422256
0.2,26.94,0.21,2.22,,,,-0.366533535,0.161669524,2.112422256
0.21,27.21,0.24,1.65,,,,-0.096533535,0.191669524,1.542422256
0.22,29.4,-0.34,0.46,,,,2.093466465,-0.388330476,0.352422256
0.23,30.5,-1.76,1.31,,,,3.193466465,-1.808330476,1.202422256
0.24,29.03,2.61,0.12,,,,1.723466465,2.561669524,0.012422256
0.25,25.83,-0.88,0.74,,,,-1.476533535,-0.928330476,0.632422256
0.26,25.18,3.31,0.19,,,,-2.126533535,3.261669524,0.082422256
0.27,24.95,0.24,1.11,,,,-2.356533535,0.191669524,1.002422256
0.28,29.98,0.97,2.08,,,,2.673466465,0.921669524,1.972422256
0.29,27.98,0.13,2.22,,,,0.673466465,0.081669524,2.112422256
0.3,25.99,-0.7,2.37,,,,-1.316533535,-0.748330476,2.262422256
0.31,26.32,1.9,2.65,,,,-0.986533535,1.851669524,2.542422256
0.32,22.4,3.31,3.04,,,,-4.906533535,3.261669524,2.932422256
0.33,25.42,4.63,3.38,,,,-1.886533535,4.581669524,3.272422256
0.34,28.18,3.28,3.22,,,,0.873466465,3.231669524,3.112422256
0.35,30.46,1.44,3.29,,,,3.153466465,1.391669524,3.182422256
0.36,29.13,2.49,3.67,,,,1.823466465,2.441669524,3.562422256
0.37,29.67,0.97,3.89,,,,2.363466465,0.921669524,3.782422256
0.38,29.82,2.3,4.04,,,,2.513466465,2.251669524,3.932422256
0.39,29.98,3.64,3.9,,,,2.673466465,3.591669524,3.792422256
0.4,30.52,5.57,3.06,,,,3.213466465,5.521669524,2.952422256
0.41,27.11,5.68,2.22,,,,-0.196533535,5.631669524,2.112422256
0.42,25.58,4.88,0.86,,,,-1.726533535,4.831669524,0.752422256
0.43,24.05,4.08,-0.49,,,,-3.256533535,4.031669524,-0.597577744
0.44,21.61,2.05,0.27,,,,-5.696533535,2.001669524,0.162422256
0.45,23.81,0.03,1.32,,,,-3.496533535,-0.018330476,1.212422256
0.46,25.44,-0.41,1.81,,,,-1.866533535,-0.458330476,1.702422256
0.47,21.88,0.68,2.12,,,,-5.426533535,0.631669524,2.012422256
0.48,22.72,-1.25,2.64,,,,-4.586533535,-1.298330476,2.532422256
0.49,24.68,-3.95,2.4,,,,-2.626533535,-3.998330476,2.292422256
0.5,23.16,-1.36,2.16,,,,-4.146533535,-1.408330476,2.052422256
0.51,25,-1.35,2.01,,,,-2.306533535,-1.398330476,1.902422256
0.52,25.38,-0.85,1.86,,,,-1.926533535,-0.898330476,1.752422256
0.53,24.04,-1.26,1.7,,,,-3.266533535,-1.308330476,1.592422256
0.54,26.3,0.23,0.93,,,,-1.006533535,0.181669524,0.822422256
0.55,25.81,-1.22,0.15,,,,-1.496533535,-1.268330476,0.042422256
0.56,25.33,-2.67,-0.63,,,,-1.976533535,-2.718330476,-0.737577744
0.57,25.13,-2.03,-0.99,,,,-2.176533535,-2.078330476,-1.097577744
0.58,25.49,-4.72,-0.93,,,,-1.816533535,-4.768330476,-1.037577744
0.59,22.92,-4.17,-1.05,,,,-4.386533535,-4.218330476,-1.157577744
0.6,21.27,-3.64,-1.35,,,,-6.036533535,-3.688330476,-1.457577744
0.61,24.6,-3.64,-0.51,,,,-2.706533535,-3.688330476,-0.617577744
0.62,26.67,-3.13,-0.97,,,,-0.636533535,-3.178330476,-1.077577744
0.63,24.7,-2.63,-1.15,,,,-2.606533535,-2.678330476,-1.257577744
0.64,22.73,-3.86,-0.43,,,,-4.576533535,-3.908330476,-0.537577744
0.65,22.57,1.04,0.51,,,,-4.736533535,0.991669524,0.402422256
0.66,23.49,1.87,1.09,,,,-3.816533535,1.821669524,0.982422256
0.67,24.42,2.41,1.07,,,,-2.886533535,2.361669524,0.962422256
0.68,24.13,2.22,0.87,,,,-3.176533535,2.171669524,0.762422256
0.69,26.37,2.03,0.1,,,,-0.936533535,1.981669524,-0.007577744
0.7,27.3,4.05,-0.34,,,,-0.006533535,4.001669524,-0.447577744
0.71,21.96,2.23,0.43,,,,-5.346533535,2.181669524,0.322422256
0.72,22.6,0.43,0.74,,,,-4.706533535,0.381669524,0.632422256
0.73,24.45,0.68,0.43,,,,-2.856533535,0.631669524,0.322422256
0.74,26.3,0.94,0.13,,,,-1.006533535,0.891669524,0.022422256
0.75,27.57,-0.12,-0.17,,,,0.263466465,-0.168330476,-0.277577744
0.76,25.11,-1.41,-1.03,,,,-2.196533535,-1.458330476,-1.137577744
0.77,26.62,3.09,-0.51,,,,-0.686533535,3.041669524,-0.617577744
0.78,26.57,1.61,-1.18,,,,-0.736533535,1.561669524,-1.287577744
0.79,23.28,1.25,-0.51,,,,-4.026533535,1.201669524,-0.617577744
0.8,22.92,1.53,-0.68,,,,-4.386533535,1.481669524,-0.787577744
0.81,20.67,-3.22,-0.26,,,,-6.636533535,-3.268330476,-0.367577744
0.82,21.19,0.48,0.2,,,,-6.116533535,0.431669524,0.092422256
0.83,21.71,-0.25,1.56,,,,-5.596533535,-0.298330476,1.452422256
0.84,24.31,-0.64,1.5,,,,-2.996533535,-0.688330476,1.392422256
0.85,26.91,-1.04,1.44,,,,-0.396533535,-1.088330476,1.332422256
0.86,27.73,3.05,-0.27,,,,0.423466465,3.001669524,-0.377577744
0.87,26.55,1.13,-0.57,,,,-0.756533535,1.081669524,-0.677577744
0.88,26.33,0.82,-0.74,,,,-0.976533535,0.771669524,-0.847577744
0.89,26.12,0.52,-0.91,,,,-1.186533535,0.471669524,-1.017577744
0.9,27.77,1.11,-1.04,,,,0.463466465,1.061669524,-1.147577744
0.91,27.23,1.49,-0.93,,,,-0.076533535,1.441669524,-1.037577744
0.92,25.9,-1.77,-0.28,,,,-1.406533535,-1.818330476,-0.387577744
0.93,24.77,-0.97,-0.44,,,,-2.536533535,-1.018330476,-0.547577744
0.94,25.65,-2.45,-0.43,,,,-1.656533535,-2.498330476,-0.537577744
0.95,22.73,-2.63,0.03,,,,-4.576533535,-2.678330476,-0.077577744
0.96,27.93,-1.48,0.01,,,,0.623466465,-1.528330476,-0.097577744
0.97,24.03,3.25,0.34,,,,-3.276533535,3.201669524,0.232422256
0.98,25.87,0.19,0.99,,,,-1.436533535,0.141669524,0.882422256
0.99,25.63,1.73,0.88,,,,-1.676533535,1.681669524,0.772422256
1,25.4,3.28,0.78,,,,-1.906533535,3.231669524,0.672422256
1.01,23.73,3.86,1.47,,,,-3.576533535,3.811669524,1.362422256
1.02,23.39,4.34,0.1,,,,-3.916533535,4.291669524,-0.007577744
1.03,23.11,1.25,-0.06,,,,-4.196533535,1.201669524,-0.167577744
1.04,22.84,-1.83,-0.24,,,,-4.466533535,-1.878330476,-0.347577744
1.05,21.61,-4.52,0.52,,,,-5.696533535,-4.568330476,0.412422256
1.06,21.92,-1.74,0.74,,,,-5.386533535,-1.788330476,0.632422256
1.07,22.23,-2.45,1.98,,,,-5.076533535,-2.498330476,1.872422256
1.08,23.43,-1.88,1,,,,-3.876533535,-1.928330476,0.892422256
1.09,24.64,-1.12,1.63,,,,-2.666533535,-1.168330476,1.522422256
1.1,26.32,1.06,1.33,,,,-0.986533535,1.011669524,1.222422256
1.11,28.09,0.2,1.04,,,,0.783466465,0.151669524,0.932422256
1.12,31.15,1.38,0.33,,,,3.843466465,1.331669524,0.222422256
1.13,32.02,2.56,-0.37,,,,4.713466465,2.511669524,-0.477577744
1.14,32.89,1.27,-1.79,,,,5.583466465,1.221669524,-1.897577744
1.15,27.57,0.93,-1.89,,,,0.263466465,0.881669524,-1.997577744
1.16,30.72,-2.81,-2.29,,,,3.413466465,-2.858330476,-2.397577744
1.17,29.14,-0.93,-2.08,,,,1.833466465,-0.978330476,-2.187577744
1.18,26.35,2.48,-1.14,,,,-0.956533535,2.431669524,-1.247577744
1.19,27.11,1.7,-0.31,,,,-0.196533535,1.651669524,-0.417577744
1.2,27.88,0.92,0.52,,,,0.573466465,0.871669524,0.412422256
1.21,26.24,4.41,0.31,,,,-1.066533535,4.361669524,0.202422256
1.22,31.06,1.09,0.3,,,,3.753466465,1.041669524,0.192422256
1.23,32.13,2.03,-1.67,,,,4.823466465,1.981669524,-1.777577744
1.24,30.66,2.98,-2.45,,,,3.353466465,2.931669524,-2.557577744
1.25,31.07,-0.3,-2.4,,,,3.763466465,-0.348330476,-2.507577744
1.26,30.23,3.76,-2.09,,,,2.923466465,3.711669524,-2.197577744
1.27,29.83,2.92,-1.79,,,,2.523466465,2.871669524,-1.897577744
1.28,29.44,2.08,-1.22,,,,2.133466465,2.031669524,-1.327577744
1.29,28.12,1.56,-1.76,,,,0.813466465,1.511669524,-1.867577744
1.3,26.8,1.04,-2.19,,,,-0.506533535,0.991669524,-2.297577744
1.31,26.67,0.02,-2.57,,,,-0.636533535,-0.028330476,-2.677577744
1.32,26.55,-0.99,-1.97,,,,-0.756533535,-1.038330476,-2.077577744
1.33,22.73,-3.84,-1.38,,,,-4.576533535,-3.888330476,-1.487577744
1.34,24.64,-2.41,-2.17,,,,-2.666533535,-2.458330476,-2.277577744
1.35,27.68,0.15,-2.25,,,,0.373466465,0.101669524,-2.357577744
1.36,26.78,-4.1,-2.09,,,,-0.526533535,-4.148330476,-2.197577744
1.37,25.82,-2.14,-1.75,,,,-1.486533535,-2.188330476,-1.857577744
1.38,24.87,-0.19,-1.42,,,,-2.436533535,-0.238330476,-1.527577744
1.39,25.83,1.51,-1.63,,,,-1.476533535,1.461669524,-1.737577744
1.4,27.61,2.31,-1.29,,,,0.303466465,2.261669524,-1.397577744
1.41,28.92,1.59,-1.36,,,,1.613466465,1.541669524,-1.467577744
1.42,27.37,0.17,-0.89,,,,0.063466465,0.121669524,-0.997577744
1.43,21.99,-0.2,0.17,,,,-5.316533535,-0.248330476,0.062422256
1.44,24.25,-2.7,0.43,,,,-3.056533535,-2.748330476,0.322422256
1.45,25.8,-3.55,1.05,,,,-1.506533535,-3.598330476,0.942422256
1.46,27.36,-4.41,1.68,,,,0.053466465,-4.458330476,1.572422256
1.47,29.08,-4.3,1.68,,,,1.773466465,-4.348330476,1.572422256
1.48,30,-5.04,0.92,,,,2.693466465,-5.088330476,0.812422256
1.49,29.19,-4.53,0.74,,,,1.883466465,-4.578330476,0.632422256
1.5,31.22,-4.03,-0.29,,,,3.913466465,-4.078330476,-0.397577744
1.51,28.44,-3.91,-0.19,,,,1.133466465,-3.958330476,-0.297577744
1.52,25.67,-3.79,-0.1,,,,-1.636533535,-3.838330476,-0.207577744
1.53,27.2,0.74,0.06,,,,-0.106533535,0.691669524,-0.047577744
1.54,27.97,0.52,-0.13,,,,0.663466465,0.471669524,-0.237577744
1.55,28.7,1.93,-0.01,,,,1.393466465,1.881669524,-0.117577744
1.56,31.1,1.63,-0.37,,,,3.793466465,1.581669524,-0.477577744
1.57,33.5,1.33,-0.73,,,,6.193466465,1.281669524,-0.837577744
1.58,32.46,3.33,-1.55,,,,5.153466465,3.281669524,-1.657577744
1.59,29.96,2.55,-1.76,,,,2.653466465,2.501669524,-1.867577744
1.6,28.47,-0.57,-1.43,,,,1.163466465,-0.618330476,-1.537577744
1.61,29.21,0.99,-1.59,,,,1.903466465,0.941669524,-1.697577744
1.62,25.72,2.83,0.31,,,,-1.586533535,2.781669524,0.202422256
1.63,28.13,4.67,0.46,,,,0.823466465,4.621669524,0.352422256
1.64,29.64,5.77,-0.44,,,,2.333466465,5.721669524,-0.547577744
1.65,28.88,1.81,0.01,,,,1.573466465,1.761669524,-0.097577744
1.66,32.92,-2.14,2.26,,,,5.613466465,-2.188330476,2.152422256
1.67,30.9,2.37,1.13,,,,3.593466465,2.321669524,1.022422256
1.68,30.86,0.01,-1.81,,,,3.553466465,-0.038330476,-1.917577744
1.69,29.73,-1.05,-1.38,,,,2.423466465,-1.098330476,-1.487577744
1.7,27.82,0.6,-1.65,,,,0.513466465,0.551669524,-1.757577744
1.71,26.64,-1.37,-1.26,,,,-0.666533535,-1.418330476,-1.367577744
1.72,29.94,-3.11,-0.63,,,,2.633466465,-3.158330476,-0.737577744
1.73,31.22,-1.09,-0.86,,,,3.913466465,-1.138330476,-0.967577744
1.74,28.66,0.99,-1.28,,,,1.353466465,0.941669524,-1.387577744
1.75,26.1,3.07,-1.71,,,,-1.206533535,3.021669524,-1.817577744
1.76,30.91,2.95,-0.23,,,,3.603466465,2.901669524,-0.337577744
1.77,28.87,1.63,-0.24,,,,1.563466465,1.581669524,-0.347577744
1.78,25.31,3.48,0.39,,,,-1.996533535,3.431669524,0.282422256
1.79,23.09,2.68,0.56,,,,-4.216533535,2.631669524,0.452422256
1.8,25.06,2.89,-0.04,,,,-2.246533535,2.841669524,-0.147577744
1.81,27.51,2.32,-0.97,,,,0.203466465,2.271669524,-1.077577744
1.82,29.96,1.75,-1.9,,,,2.653466465,1.701669524,-2.007577744
1.83,26.79,4.4,-1.42,,,,-0.516533535,4.351669524,-1.527577744
1.84,25.39,4.45,-0.48,,,,-1.916533535,4.401669524,-0.587577744
1.85,24,4.5,0.46,,,,-3.306533535,4.451669524,0.352422256
1.86,28.7,3.59,-0.21,,,,1.393466465,3.541669524,-0.317577744
1.87,25.6,-1.22,-0.17,,,,-1.706533535,-1.268330476,-0.277577744
1.88,26.98,-2.22,-0.73,,,,-0.326533535,-2.268330476,-0.837577744
1.89,26.08,1.86,-0.1,,,,-1.226533535,1.811669524,-0.207577744
1.9,25.97,0.6,-0.81,,,,-1.336533535,0.551669524,-0.917577744
1.91,26.26,-1.46,-0.2,,,,-1.046533535,-1.508330476,-0.307577744
1.92,26.93,-0.55,0.17,,,,-0.376533535,-0.598330476,0.062422256
1.93,29.64,0.21,-1.15,,,,2.333466465,0.161669524,-1.257577744
1.94,28.28,-0.17,-0.49,,,,0.973466465,-0.218330476,-0.597577744
1.95,31.24,1.38,-1.1,,,,3.933466465,1.331669524,-1.207577744
1.96,29.76,2.93,-1.72,,,,2.453466465,2.881669524,-1.827577744
1.97,28.23,5.74,-2.08,,,,0.923466465,5.691669524,-2.187577744
1.98,29.57,5.45,-1.61,,,,2.263466465,5.401669524,-1.717577744
1.99,26.03,6.15,-1.15,,,,-1.276533535,6.101669524,-1.257577744
2,27.8,4.24,-1.8,,,,0.493466465,4.191669524,-1.907577744
2.01,29.26,2.34,-1.63,,,,1.953466465,2.291669524,-1.737577744
2.02,25.7,1.36,-1.83,,,,-1.606533535,1.311669524,-1.937577744
2.03,26.98,-0.41,-2.36,,,,-0.326533535,-0.458330476,-2.467577744
2.04,26.93,-0.2,-2.33,,,,-0.376533535,-0.248330476,-2.437577744
2.05,24.6,-1.92,-1.54,,,,-2.706533535,-1.968330476,-1.647577744
2.06,22.86,0,-0.76,,,,-4.446533535,-0.048330476,-0.867577744
2.07,24.41,0.68,0.83,,,,-2.896533535,0.631669524,0.722422256
2.08,25.97,1.36,2.43,,,,-1.336533535,1.311669524,2.322422256
2.09,28.33,1.66,2.19,,,,1.023466465,1.611669524,2.082422256
2.1,28.77,-0.9,1.28,,,,1.463466465,-0.948330476,1.172422256
2.11,29.21,-3.48,0.38,,,,1.903466465,-3.528330476,0.272422256
2.12,27.34,0.91,0.93,,,,0.033466465,0.861669524,0.822422256
2.13,24.52,-0.63,0.57,,,,-2.786533535,-0.678330476,0.462422256
2.14,25.08,1.09,0.63,,,,-2.226533535,1.041669524,0.522422256
2.15,24.65,1.29,0.74,,,,-2.656533535,1.241669524,0.632422256
2.16,26.1,1.84,0.74,,,,-1.206533535,1.791669524,0.632422256
2.17,23.87,4.41,0.52,,,,-3.436533535,4.361669524,0.412422256
2.18,25.65,3.38,0.94,,,,-1.656533535,3.331669524,0.832422256
2.19,27.43,2.36,1.37,,,,0.123466465,2.311669524,1.262422256
2.2,24.86,0.6,1.13,,,,-2.446533535,0.551669524,1.022422256
2.21,26.06,1.02,1.38,,,,-1.246533535,0.971669524,1.272422256
2.22,26.64,-0.66,1.22,,,,-0.666533535,-0.708330476,1.112422256
2.23,27.66,-0.31,1.1,,,,0.353466465,-0.358330476,0.992422256
2.24,28.33,2.65,0.71,,,,1.023466465,2.601669524,0.602422256
2.25,26.17,1.52,-0.41,,,,-1.136533535,1.471669524,-0.517577744
2.26,29.64,0.83,-2.3,,,,2.333466465,0.781669524,-2.407577744
2.27,28.56,-2.49,-2.43,,,,1.253466465,-2.538330476,-2.537577744
2.28,28.78,-4.49,-2.67,,,,1.473466465,-4.538330476,-2.777577744
2.29,30.64,-3.92,-3.02,,,,3.333466465,-3.968330476,-3.127577744
2.3,32.17,-5.07,-3.4,,,,4.863466465,-5.118330476,-3.507577744
2.31,30.91,-8.44,-3.23,,,,3.603466465,-8.488330476,-3.337577744
2.32,26.19,-8.72,-3.33,,,,-1.116533535,-8.768330476,-3.437577744
2.33,28.55,-6.47,-3.18,,,,1.243466465,-6.518330476,-3.287577744
2.34,28.85,-4.23,-2.92,,,,1.543466465,-4.278330476,-3.027577744
2.35,26.06,-5.25,-2.5,,,,-1.246533535,-5.298330476,-2.607577744
2.36,24.48,-7.82,-2.08,,,,-2.826533535,-7.868330476,-2.187577744
2.37,24.01,-8.3,-1.73,,,,-3.296533535,-8.348330476,-1.837577744
2.38,21.35,-6.5,0,,,,-5.956533535,-6.548330476,-0.107577744
2.39,24.59,-4.71,0.55,,,,-2.716533535,-4.758330476,0.442422256
2.4,27.84,-0.65,1.1,,,,0.533466465,-0.698330476,0.992422256
2.41,31.25,3.84,0.49,,,,3.943466465,3.791669524,0.382422256
2.42,27.7,2.18,-1.05,,,,0.393466465,2.131669524,-1.157577744
2.43,24.91,1.01,0.52,,,,-2.396533535,0.961669524,0.412422256
2.44,27.16,-1.14,1.3,,,,-0.146533535,-1.188330476,1.192422256
2.45,27.46,-0.52,1.35,,,,0.153466465,-0.568330476,1.242422256
2.46,27.77,0.1,1.42,,,,0.463466465,0.051669524,1.312422256
2.47,30.7,-0.51,-0.49,,,,3.393466465,-0.558330476,-0.597577744
2.48,25.52,-4.19,-1.2,,,,-1.786533535,-4.238330476,-1.307577744
2.49,22.75,-1.13,0.31,,,,-4.556533535,-1.178330476,0.202422256
2.5,24.95,-1.86,1.76,,,,-2.356533535,-1.908330476,1.652422256
2.51,25.69,-2.25,1.78,,,,-1.616533535,-2.298330476,1.672422256
2.52,31.29,-2.65,1.04,,,,3.983466465,-2.698330476,0.932422256
2.53,28.42,-2.35,1.26,,,,1.113466465,-2.398330476,1.152422256
2.54,25.56,-2.07,1.49,,,,-1.746533535,-2.118330476,1.382422256
2.55,22.43,2.44,1.65,,,,-4.876533535,2.391669524,1.542422256
2.56,22.52,-1.25,1.4,,,,-4.786533535,-1.298330476,1.292422256
2.57,22.61,-1.99,1.15,,,,-4.696533535,-2.038330476,1.042422256
2.58,21.44,-2.74,2.15,,,,-5.866533535,-2.788330476,2.042422256
2.59,24.9,-1.94,2.55,,,,-2.406533535,-1.988330476,2.442422256
2.6,28.36,-1.15,2.15,,,,1.053466465,-1.198330476,2.042422256
2.61,28.38,-3.79,1.75,,,,1.073466465,-3.838330476,1.642422256
2.62,23.08,-1.54,0.94,,,,-4.226533535,-1.588330476,0.832422256
2.63,25.73,-2.66,1.34,,,,-1.576533535,-2.708330476,1.232422256
2.64,30.41,0.54,0.76,,,,3.103466465,0.491669524,0.652422256
2.65,29.39,-0.38,0.31,,,,2.083466465,-0.428330476,0.202422256
2.66,29.1,0.81,-0.73,,,,1.793466465,0.761669524,-0.837577744
2.67,21.76,1.15,0.27,,,,-5.546533535,1.101669524,0.162422256
2.68,25.43,0.98,-0.22,,,,-1.876533535,0.931669524,-0.327577744
2.69,25.52,0.83,1.12,,,,-1.786533535,0.781669524,1.012422256
2.7,26.91,-0.1,2.47,,,,-0.396533535,-0.148330476,2.362422256
2.71,27.64,2.16,1.81,,,,0.333466465,2.111669524,1.702422256
2.72,26.71,0.65,1,,,,-0.596533535,0.601669524,0.892422256
2.73,28.04,1.16,0.68,,,,0.733466465,1.111669524,0.572422256
2.74,29.19,0.94,0,,,,1.883466465,0.891669524,-0.107577744
2.75,24.77,-3.73,0.27,,,,-2.536533535,-3.778330476,0.162422256
2.76,26.06,-1.75,0.3,,,,-1.246533535,-1.798330476,0.192422256
2.77,21.99,-0.91,0.92,,,,-5.316533535,-0.958330476,0.812422256
2.78,23.77,-0.48,0.15,,,,-3.536533535,-0.528330476,0.042422256
2.79,23.99,-0.59,-0.38,,,,-3.316533535,-0.638330476,-0.487577744
2.8,24.21,-0.71,-0.92,,,,-3.096533535,-0.758330476,-1.027577744
2.81,26.78,-2.33,0.27,,,,-0.526533535,-2.378330476,0.162422256
2.82,25.49,-3.95,0.17,,,,-1.816533535,-3.998330476,0.062422256
2.83,28.36,-1.56,-0.38,,,,1.053466465,-1.608330476,-0.487577744
2.84,25.06,0.41,0.07,,,,-2.246533535,0.361669524,-0.037577744
2.85,26.93,-1.39,0.06,,,,-0.376533535,-1.438330476,-0.047577744
2.86,28.81,-3.2,0.05,,,,1.503466465,-3.248330476,-0.057577744
2.87,29.89,2.81,-1.21,,,,2.583466465,2.761669524,-1.317577744
2.88,31.7,-0.03,-1.42,,,,4.393466465,-0.078330476,-1.527577744
2.89,33.43,-0.26,-1.68,,,,6.123466465,-0.308330476,-1.787577744
2.9,29.72,-0.26,-1.94,,,,2.413466465,-0.308330476,-2.047577744
2.91,26.01,-0.27,-1.37,,,,-1.296533535,-0.318330476,-1.477577744
2.92,27.43,0.65,-0.92,,,,0.123466465,0.601669524,-1.027577744
2.93,29.21,0.81,-1.6,,,,1.903466465,0.761669524,-1.707577744
2.94,29.31,0.95,-1.85,,,,2.003466465,0.901669524,-1.957577744
2.95,29.42,1.09,-2.1,,,,2.113466465,1.041669524,-2.207577744
2.96,33.11,-3.2,-2,,,,5.803466465,-3.248330476,-2.107577744
2.97,31.27,-1.05,-2.05,,,,3.963466465,-1.098330476,-2.157577744
2.98,33.43,-1.89,-1.36,,,,6.123466465,-1.938330476,-1.467577744
2.99,34.25,1.13,-2.21,,,,6.943466465,1.081669524,-2.317577744
3,34.49,0.99,-1.88,,,,7.183466465,0.941669524,-1.987577744
3.01,33.61,0.85,-1.56,,,,6.303466465,0.801669524,-1.667577744
3.02,32.73,-4.19,-1.77,,,,5.423466465,-4.238330476,-1.877577744
3.03,32.33,-0.41,-0.68,,,,5.023466465,-0.458330476,-0.787577744
3.04,32.82,4.06,0,,,,5.513466465,4.011669524,-0.107577744
3.05,32.48,3.29,-1.4,,,,5.173466465,3.241669524,-1.507577744
3.06,30.01,1.84,-0.06,,,,2.703466465,1.791669524,-0.167577744
3.07,32.12,1.43,0.46,,,,4.813466465,1.381669524,0.352422256
3.08,32.09,-1.53,-1.04,,,,4.783466465,-1.578330476,-1.147577744
3.09,32.07,-0.1,-1.6,,,,4.763466465,-0.148330476,-1.707577744
3.1,30.75,1.79,-1.78,avg,,,3.443466465,1.741669524,-1.887577744
3.11,29.44,3.68,-1.97,,,,2.133466465,3.631669524,-2.077577744
3.12,29.89,0.13,-2.12,,,,2.583466465,0.081669524,-2.227577744
3.13,31.67,-0.7,-2.12,,,,4.363466465,-0.748330476,-2.227577744
3.14,30.17,-0.4,-2.14,,,,2.863466465,-0.448330476,-2.247577744
3.15,29,0.34,-1.22,,,,1.693466465,0.291669524,-1.327577744
3.16,27.43,-0.33,-0.75,,,,0.123466465,-0.378330476,-0.857577744
3.17,25.88,-1.02,-0.28,,,,-1.426533535,-1.068330476,-0.387577744
3.18,28.02,4.78,-0.07,,,,0.713466465,4.731669524,-0.177577744
3.19,27.93,2.37,-0.34,,,,0.623466465,2.321669524,-0.447577744
3.2,29.86,-1.11,-0.2,,,,2.553466465,-1.158330476,-0.307577744
3.21,31.8,0.63,-0.27,,,,4.493466465,0.581669524,-0.377577744
3.22,32.49,-0.19,-0.65,,,,5.183466465,-0.238330476,-0.757577744
3.23,31.41,-2.67,0.27,,,,4.103466465,-2.718330476,0.162422256
3.24,30.34,0.37,0.08,,,,3.033466465,0.321669524,-0.027577744
3.25,27.92,3.01,0.79,,,,0.613466465,2.961669524,0.682422256
3.26,28.1,5.03,1.13,,,,0.793466465,4.981669524,1.022422256
3.27,28.29,3.97,1.48,,,,0.983466465,3.921669524,1.372422256
3.28,28.45,2.92,0.28,,,,1.143466465,2.871669524,0.172422256
3.29,28.67,4.82,0.41,,,,1.363466465,4.771669524,0.302422256
3.3,28.61,2.32,0.52,,,,1.303466465,2.271669524,0.412422256
3.31,29.35,3.73,-1.07,,,,2.043466465,3.681669524,-1.177577744
3.32,27.54,2.39,-1.37,,,,0.233466465,2.341669524,-1.477577744
3.33,26.1,2.48,-1.18,,,,-1.206533535,2.431669524,-1.287577744
3.34,29.69,-3.37,-1.62,,,,2.383466465,-3.418330476,-1.727577744
3.35,27.89,-0.44,-1.4,,,,0.583466465,-0.488330476,-1.507577744
3.36,30.1,1.4,-1.29,,,,2.793466465,1.351669524,-1.397577744
3.37,31.61,-0.38,-2.2,,,,4.303466465,-0.428330476,-2.307577744
3.38,28.63,-0.46,-1.65,,,,1.323466465,-0.508330476,-1.757577744
3.39,27.93,-1.91,-1.08,,,,0.623466465,-1.958330476,-1.187577744
3.4,27.23,-3.37,-0.52,,,,-0.076533535,-3.418330476,-0.627577744
3.41,26.79,-4.32,-0.99,,,,-0.516533535,-4.368330476,-1.097577744
3.42,28.5,-4.76,-1.3,,,,1.193466465,-4.808330476,-1.407577744
3.43,28.1,-4.09,-1.2,,,,0.793466465,-4.138330476,-1.307577744
3.44,28.93,-2.5,-1.33,,,,1.623466465,-2.548330476,-1.437577744
3.45,29.76,-0.93,-1.47,,,,2.453466465,-0.978330476,-1.577577744
3.46,28.76,-1.67,-0.04,,,,1.453466465,-1.718330476,-0.147577744
3.47,30.52,-1.24,0.52,,,,3.213466465,-1.288330476,0.412422256
3.48,32.28,-0.81,1.09,,,,4.973466465,-0.858330476,0.982422256
3.49,29.67,-4.08,-0.17,,,,2.363466465,-4.128330476,-0.277577744
3.5,27.37,-0.13,-0.15,,,,0.063466465,-0.178330476,-0.257577744
3.51,27.07,-1.64,-0.49,,,,-0.236533535,-1.688330476,-0.597577744
3.52,27.17,-0.47,-0.43,,,,-0.136533535,-0.518330476,-0.537577744
