Time,U,V,W,U_avg,V_avg,W_avg,U-Uavg,V-Vavg,W-Wavg
170.18,21.35,0.71,2.13,,,,-5.956533535,0.661669524,2.022422256
170.19,22.78,0.21,2.54,,,,-4.526533535,0.161669524,2.432422256
170.2,26.75,-0.27,2.36,,,,-0.556533535,-0.318330476,2.252422256
170.21,22.36,-2.49,1.82,,,,-4.946533535,-2.538330476,1.712422256
170.22,23.52,-2.14,1.7,,,,-3.786533535,-2.188330476,1.592422256
170.23,26.19,-3.2,0.98,,,,-1.116533535,-3.248330476,0.872422256
170.24,24.98,-2.54,1.26,,,,-2.326533535,-2.588330476,1.152422256
170.25,23.78,-1.89,1.67,,,,-3.526533535,-1.938330476,1.562422256
170.26,22.59,1.37,1.82,,,,-4.716533535,1.321669524,1.712422256
170.27,22.49,1.15,1.98,,,,-4.816533535,1.101669524,1.872422256
170.28,22.86,2.06,2.05,,,,-4.446533535,2.011669524,1.942422256
170.29,22.67,1.2,1.74,,,,-4.636533535,1.151669524,1.632422256
170.3,22.48,4.45,0.82,,,,-4.826533535,4.401669524,0.712422256
170.31,22.02,0.74,0.89,,,,-5.286533535,0.691669524,0.782422256
170.32,20.67,1.73,0,,,,-6.636533535,1.681669524,-0.107577744
170.33,19.68,1.49,0.76,,,,-7.626533535,1.441669524,0.652422256
170.34,21.08,1.26,1.52,,,,-6.226533535,1.211669524,1.412422256
170.35,22.48,3.05,0.88,,,,-4.826533535,3.001669524,0.772422256
170.36,22.93,3.99,0.93,,,,-4.376533535,3.941669524,0.822422256
170.37,24.28,2.32,0.19,,,,-3.026533535,2.271669524,0.082422256
170.38,23.93,0.67,0,,,,-3.376533535,0.621669524,-0.107577744
170.39,23.58,-0.97,-0.21,,,,-3.726533535,-1.018330476,-0.317577744
170.4,24.76,1.2,0.27,,,,-2.546533535,1.151669524,0.162422256
170.41,25.97,0.41,0.03,,,,-1.336533535,0.361669524,-0.077577744
170.42,24.94,0.31,0.07,,,,-2.366533535,0.261669524,-0.037577744
170.43,25.96,1.15,0.76,,,,-1.346533535,1.101669524,0.652422256
170.44,25.42,1.32,0.13,,,,-1.886533535,1.271669524,0.022422256
170.45,24.95,3.53,0.68,,,,-2.356533535,3.481669524,0.572422256
170.46,26.85,1.15,0.8,,,,-0.456533535,1.101669524,0.692422256
170.47,24.41,-0.05,1.37,,,,-2.896533535,-0.098330476,1.262422256
170.48,24.46,2.12,1.84,,,,-2.846533535,2.071669524,1.732422256
170.49,29.67,3.44,1.26,,,,2.363466465,3.391669524,1.152422256
170.5,27.27,2.53,0.81,,,,-0.036533535,2.481669524,0.702422256
170.51,27.72,0.57,-0.26,,,,0.413466465,0.521669524,-0.367577744
170.52,26.64,0.7,-0.03,,,,-0.666533535,0.651669524,-0.137577744
170.53,27.5,1.9,0.01,,,,0.193466465,1.851669524,-0.097577744
170.54,28.38,3.1,0.05,,,,1.073466465,3.051669524,-0.057577744
170.55,29.16,5.52,-0.24,,,,1.853466465,5.471669524,-0.347577744
170.56,29.94,4.6,-0.54,,,,2.633466465,4.551669524,-0.647577744
170.57,28.74,3.69,-0.37,,,,1.433466465,3.641669524,-0.477577744
170.58,27.55,-0.55,-0.2,,,,0.243466465,-0.598330476,-0.307577744
170.59,27.68,3.22,0.06,,,,0.373466465,3.171669524,-0.047577744
170.6,28.87,3.94,0.31,,,,1.563466465,3.891669524,0.202422256
170.61,27.55,4.38,0.44,,,,0.243466465,4.331669524,0.332422256
170.62,29.49,4.83,-0.31,,,,2.183466465,4.781669524,-0.417577744
170.63,33.03,-0.68,-0.52,,,,5.723466465,-0.728330476,-0.627577744
170.64,30.44,-0.96,-0.1,,,,3.133466465,-1.008330476,-0.207577744
170.65,28.81,2.14,0.1,,,,1.503466465,2.091669524,-0.007577744
170.66,31.12,2.91,0.33,,,,3.813466465,2.861669524,0.222422256
170.67,31.01,-1.31,-0.11,,,,3.703466465,-1.358330476,-0.217577744
170.68,30.91,-2.55,-0.55,,,,3.603466465,-2.598330476,-0.657577744
170.69,31.16,-3.8,-1.14,,,,3.853466465,-3.848330476,-1.247577744
170.7,31.42,-2.07,-1.74,,,,4.113466465,-2.118330476,-1.847577744
170.71,28.02,0.92,-1.66,,,,0.713466465,0.871669524,-1.767577744
170.72,30.06,1.31,-1.46,,,,2.753466465,1.261669524,-1.567577744
170.73,32.1,1.71,-1.27,,,,4.793466465,1.661669524,-1.377577744
170.74,32.6,-0.21,-1.75,,,,5.293466465,-0.258330476,-1.857577744
170.75,27.27,-3.64,-0.82,,,,-0.036533535,-3.688330476,-0.927577744
170.76,30.8,-3.39,-1.32,,,,3.493466465,-3.438330476,-1.427577744
170.77,32.01,2.17,-1.94,,,,4.703466465,2.121669524,-2.047577744
170.78,29.24,-0.01,-1.89,,,,1.933466465,-0.058330476,-1.997577744
170.79,25.27,0.57,-0.82,,,,-2.036533535,0.521669524,-0.927577744
170.8,27.59,2.09,-1.51,,,,0.283466465,2.041669524,-1.617577744
170.81,27.41,-2.58,-0.41,,,,0.103466465,-2.628330476,-0.517577744
170.82,28.52,-0.54,0.13,,,,1.213466465,-0.588330476,0.022422256
170.83,26.71,-2.02,0.05,,,,-0.596533535,-2.068330476,-0.057577744
170.84,27.61,-3.51,0.09,,,,0.303466465,-3.558330476,-0.017577744
170.85,26.3,-3.22,-0.6,,,,-1.006533535,-3.268330476,-0.707577744
170.86,25.38,-0.17,-0.15,,,,-1.926533535,-0.218330476,-0.257577744
170.87,22.82,-2.48,0.37,,,,-4.486533535,-2.528330476,0.262422256
170.88,26.49,0.13,1.86,,,,-0.816533535,0.081669524,1.752422256
170.89,28.79,-0.78,2.03,,,,1.483466465,-0.828330476,1.922422256
170.9,28.74,0.74,1.57,,,,1.433466465,0.691669524,1.462422256
170.91,25.15,-0.54,0.82,,,,-2.156533535,-0.588330476,0.712422256
170.92,28.49,1.2,2.41,,,,1.183466465,1.151669524,2.302422256
170.93,27.03,4.21,1.18,,,,-0.276533535,4.161669524,1.072422256
170.94,24.63,3.77,1.13,,,,-2.676533535,3.721669524,1.022422256
170.95,22.23,3.33,1.09,,,,-5.076533535,3.281669524,0.982422256
170.96,24.03,3.28,1.17,,,,-3.276533535,3.231669524,1.062422256
170.97,25.83,3.24,1.26,,,,-1.476533535,3.191669524,1.152422256
170.98,27.95,2.43,0.37,,,,0.643466465,2.381669524,0.262422256
170.99,30,2.3,-0.8,,,,2.693466465,2.251669524,-0.907577744
171,29.22,0.38,-1.25,,,,1.913466465,0.331669524,-1.357577744
171.01,28.45,-1.54,-1.7,,,,1.143466465,-1.588330476,-1.807577744
171.02,30.86,-2.16,-2.18,,,,3.553466465,-2.208330476,-2.287577744
171.03,28.4,-1.04,-2.56,,,,1.093466465,-1.088330476,-2.667577744
171.04,29.82,-3.73,-1.91,,,,2.513466465,-3.778330476,-2.017577744
171.05,25.08,-4.75,-1.26,,,,-2.226533535,-4.798330476,-1.367577744
171.06,23.89,-5.42,0.41,,,,-3.416533535,-5.468330476,0.302422256
171.07,22.71,-3.14,-0.42,,,,-4.596533535,-3.188330476,-0.527577744
171.08,30,-0.87,-1.71,,,,2.693466465,-0.918330476,-1.817577744
171.09,26.35,-3.48,-1.06,,,,-0.956533535,-3.528330476,-1.167577744
171.1,28.17,-2.17,-1.38,,,,0.863466465,-2.218330476,-1.487577744
171.11,25.74,-1.33,-1.76,,,,-1.566533535,-1.378330476,-1.867577744
171.12,28.31,-1.69,-2.15,,,,1.003466465,-1.738330476,-2.257577744
171.13,30.89,-2.05,-1.92,,,,3.583466465,-2.098330476,-2.027577744
171.14,29.3,-0.97,-1.37,,,,1.993466465,-1.018330476,-1.477577744
171.15,30.91,-2.42,-1.36,,,,3.603466465,-2.468330476,-1.467577744
171.16,32.53,-3.88,-1.36,,,,5.223466465,-3.928330476,-1.467577744
171.17,25.51,-2.42,0.2,,,,-1.796533535,-2.468330476,0.092422256
171.18,25.79,2.98,1.62,,,,-1.516533535,2.931669524,1.512422256
171.19,28.88,4.17,1.93,,,,1.573466465,4.121669524,1.822422256
171.2,28.45,3.01,1.04,,,,1.143466465,2.961669524,0.932422256
171.21,28.38,1.85,0.42,,,,1.073466465,1.801669524,0.312422256
171.22,28.31,-1.66,-0.2,,,,1.003466465,-1.708330476,-0.307577744
171.23,24.16,0.12,0.57,,,,-3.146533535,0.071669524,0.462422256
171.24,27.04,-0.16,1.66,,,,-0.266533535,-0.208330476,1.552422256
171.25,27.53,-0.23,1.7,,,,0.223466465,-0.278330476,1.592422256
171.26,28.02,-0.31,1.75,,,,0.713466465,-0.358330476,1.642422256
171.27,31.45,1.52,1.54,,,,4.143466465,1.471669524,1.432422256
171.28,31.36,-3.18,0.92,,,,4.053466465,-3.228330476,0.812422256
171.29,30.01,0.42,0.7,,,,2.703466465,0.371669524,0.592422256
171.3,28.67,4.03,0.49,,,,1.363466465,3.981669524,0.382422256
171.31,29.34,2.22,0.58,,,,2.033466465,2.171669524,0.472422256
171.32,29.55,0.09,-0.31,,,,2.243466465,0.041669524,-0.417577744
171.33,29.44,-2.03,0.13,,,,2.133466465,-2.078330476,0.022422256
171.34,27.3,-0.41,0,,,,-0.006533535,-0.458330476,-0.107577744
171.35,30.59,-2.2,0.06,,,,3.283466465,-2.248330476,-0.047577744
171.36,30.86,-1.16,-0.74,,,,3.553466465,-1.208330476,-0.847577744
171.37,29.27,-1.25,-0.88,,,,1.963466465,-1.298330476,-0.987577744
171.38,27.68,-1.35,-1.02,,,,0.373466465,-1.398330476,-1.127577744
171.39,29.98,-2.05,-0.82,,,,2.673466465,-2.098330476,-0.927577744
171.4,30.32,0.76,-0.49,,,,3.013466465,0.711669524,-0.597577744
171.41,30.18,0.49,-0.76,,,,2.873466465,0.441669524,-0.867577744
171.42,28.9,3.11,-0.7,,,,1.593466465,3.061669524,-0.807577744
171.43,26.23,1.96,-0.68,,,,-1.076533535,1.911669524,-0.787577744
171.44,26.21,0.8,-0.08,,,,-1.096533535,0.751669524,-0.187577744
171.45,26.19,-0.35,0.51,,,,-1.116533535,-0.398330476,0.402422256
171.46,23.52,4.12,2.08,,,,-3.786533535,4.071669524,1.972422256
171.47,24.72,5.58,2,,,,-2.586533535,5.531669524,1.892422256
171.48,26.42,5.98,1.92,,,,-0.886533535,5.931669524,1.812422256
171.49,25.57,3.75,2.27,,,,-1.736533535,3.701669524,2.162422256
171.5,24.33,1.53,2.69,,,,-2.976533535,1.481669524,2.582422256
171.51,24.69,1.57,2.04,,,,-2.616533535,1.521669524,1.932422256
171.52,24.08,2.48,1.41,,,,-3.226533535,2.431669524,1.302422256
171.53,23.81,3.04,2.2,,,,-3.496533535,2.991669524,2.092422256
171.54,23.54,3.59,2.34,,,,-3.766533535,3.541669524,2.232422256
171.55,23.07,4.28,2.49,,,,-4.236533535,4.231669524,2.382422256
171.56,25.49,2.63,0.92,,,,-1.816533535,2.581669524,0.812422256
171.57,26.78,0.98,1.81,,,,-0.526533535,0.931669524,1.702422256
171.58,27.57,0.19,1.89,,,,0.263466465,0.141669524,1.782422256
171.59,26.47,1.02,1.8,,,,-0.836533535,0.971669524,1.692422256
171.6,25.38,1.85,1.72,,,,-1.926533535,1.801669524,1.612422256
171.61,21.49,0.92,2.38,,,,-5.816533535,0.871669524,2.272422256
171.62,25.72,1.21,1.3,,,,-1.586533535,1.161669524,1.192422256
171.63,26.23,1.42,0.8,,,,-1.076533535,1.371669524,0.692422256
171.64,28.27,1.23,-0.03,,,,0.963466465,1.181669524,-0.137577744
171.65,30.32,1.04,-0.88,,,,3.013466465,0.991669524,-0.987577744
171.66,23.11,3.1,-0.28,,,,-4.196533535,3.051669524,-0.387577744
171.67,22.14,2.98,0.96,,,,-5.166533535,2.931669524,0.852422256
171.68,21.17,2.86,2.2,,,,-6.136533535,2.811669524,2.092422256
171.69,24.68,1.31,2.47,,,,-2.626533535,1.261669524,2.362422256
171.7,24.35,-0.24,2.36,,,,-2.956533535,-0.288330476,2.252422256
171.71,23.39,-0.27,2.25,,,,-3.916533535,-0.318330476,2.142422256
171.72,23.17,2.08,2.07,,,,-4.136533535,2.031669524,1.962422256
171.73,28.43,0.17,1.89,,,,1.123466465,0.121669524,1.782422256
171.74,26.08,-3.13,1.43,,,,-1.226533535,-3.178330476,1.322422256
171.75,23.36,0.1,0.97,,,,-3.946533535,0.051669524,0.862422256
171.76,25.13,0.99,0.66,,,,-2.176533535,0.941669524,0.552422256
171.77,22.04,1.73,0.97,,,,-5.266533535,1.681669524,0.862422256
171.78,23.98,-0.54,2.36,,,,-3.326533535,-0.588330476,2.252422256
171.79,25.92,2.15,2.98,,,,-1.386533535,2.101669524,2.872422256
171.8,23.9,0.19,3.38,,,,-3.406533535,0.141669524,3.272422256
171.81,21.88,-1.75,3.59,,,,-5.426533535,-1.798330476,3.482422256
171.82,21.43,-4.03,3.75,,,,-5.876533535,-4.078330476,3.642422256
171.83,22.66,-2.94,3.57,,,,-4.646533535,-2.988330476,3.462422256
171.84,25.31,-1.85,2.77,,,,-1.996533535,-1.898330476,2.662422256
171.85,30.34,-0.55,1.97,,,,3.033466465,-0.598330476,1.862422256
171.86,27.82,-1.2,1.27,,,,0.513466465,-1.248330476,1.162422256
171.87,23.93,-3.64,0.57,,,,-3.376533535,-3.688330476,0.462422256
171.88,23.28,-3.35,0.44,,,,-4.026533535,-3.398330476,0.332422256
171.89,22.64,-0.06,1.11,,,,-4.666533535,-0.108330476,1.002422256
171.9,22.46,1.32,1.55,,,,-4.846533535,1.271669524,1.442422256
171.91,21.17,2.59,1.05,,,,-6.136533535,2.541669524,0.942422256
171.92,23.49,-0.74,1.15,,,,-3.816533535,-0.788330476,1.042422256
171.93,22.33,0.92,1.1,,,,-4.976533535,0.871669524,0.992422256
171.94,24.25,2.02,-0.03,,,,-3.056533535,1.971669524,-0.137577744
171.95,25,-1.73,-0.41,,,,-2.306533535,-1.778330476,-0.517577744
171.96,21.1,-0.56,0.14,,,,-6.206533535,-0.608330476,0.032422256
171.97,20.14,-2.45,0.34,,,,-7.166533535,-2.498330476,0.232422256
171.98,20.32,-4.34,0.54,,,,-6.986533535,-4.388330476,0.432422256
171.99,20.5,-4.09,1.29,,,,-6.806533535,-4.138330476,1.182422256
172,20.87,-2.47,1.58,,,,-6.436533535,-2.518330476,1.472422256
172.01,21.24,-0.92,1.42,,,,-6.066533535,-0.968330476,1.312422256
172.02,24.31,-3.8,0.93,,,,-2.996533535,-3.848330476,0.822422256
172.03,25.28,-3.49,0.8,,,,-2.026533535,-3.538330476,0.692422256
172.04,24.36,-2.26,0.17,,,,-2.946533535,-2.308330476,0.062422256
172.05,23.45,-1.03,-0.46,,,,-3.856533535,-1.078330476,-0.567577744
172.06,25.85,-1.87,-0.65,,,,-1.456533535,-1.918330476,-0.757577744
172.07,24.88,-2.08,-1.22,,,,-2.426533535,-2.128330476,-1.327577744
172.08,24.88,-0.36,-1.26,,,,-2.426533535,-0.408330476,-1.367577744
172.09,23.33,3.39,-0.04,,,,-3.976533535,3.341669524,-0.147577744
172.1,22.83,1.23,1.01,,,,-4.476533535,1.181669524,0.902422256
172.11,22.33,-0.92,2.06,,,,-4.976533535,-0.968330476,1.952422256
172.12,24.01,-0.63,2.79,,,,-3.296533535,-0.678330476,2.682422256
172.13,24.4,2.41,2.19,,,,-2.906533535,2.361669524,2.082422256
172.14,21.97,1.27,1.59,,,,-5.336533535,1.221669524,1.482422256
172.15,25.74,2.52,2.51,,,,-1.566533535,2.471669524,2.402422256
172.16,22.83,2.04,2.52,,,,-4.476533535,1.991669524,2.412422256
172.17,23.63,1.98,2.93,,,,-3.676533535,1.931669524,2.822422256
172.18,22.61,-0.06,3.38,,,,-4.696533535,-0.108330476,3.272422256
172.19,21.59,-2.1,3.53,,,,-5.716533535,-2.148330476,3.422422256
172.2,26.44,-2.87,3.36,,,,-0.866533535,-2.918330476,3.252422256
172.21,23.05,-3.75,3.03,,,,-4.256533535,-3.798330476,2.922422256
172.22,21.21,-4.63,2.76,,,,-6.096533535,-4.678330476,2.652422256
172.23,21.54,-1.89,2.5,,,,-5.766533535,-1.938330476,2.392422256
172.24,21.87,-3.66,2.55,,,,-5.436533535,-3.708330476,2.442422256
172.25,20.75,-1.79,2.23,,,,-6.556533535,-1.838330476,2.122422256
172.26,21.76,0.07,1.92,,,,-5.546533535,0.021669524,1.812422256
172.27,22.78,-1.36,1.56,,,,-4.526533535,-1.408330476,1.452422256
172.28,25.58,0.82,0.76,,,,-1.726533535,0.771669524,0.652422256
172.29,25.02,1.07,0.38,,,,-2.286533535,1.021669524,0.272422256
172.3,24.46,1.32,0.01,,,,-2.846533535,1.271669524,-0.097577744
172.31,24.63,0.1,-0.48,,,,-2.676533535,0.051669524,-0.587577744
172.32,27.09,1.78,-0.71,,,,-0.216533535,1.731669524,-0.817577744
172.33,26.84,-1.08,-0.58,,,,-0.466533535,-1.128330476,-0.687577744
172.34,26.6,-3.94,-0.46,,,,-0.706533535,-3.988330476,-0.567577744
172.35,26.06,-5.57,-0.15,,,,-1.246533535,-5.618330476,-0.257577744
172.36,26.53,-7.35,0.91,,,,-0.776533535,-7.398330476,0.802422256
172.37,27,-5.96,1.97,,,,-0.306533535,-6.008330476,1.862422256
172.38,26.81,-4.57,1.41,,,,-0.496533535,-4.618330476,1.302422256
172.39,26.62,0,0.85,,,,-0.686533535,-0.048330476,0.742422256
172.4,28.76,3.7,1.31,,,,1.453466465,3.651669524,1.202422256
172.41,26.44,3.94,0.68,,,,-0.866533535,3.891669524,0.572422256
172.42,25.83,0.78,0.73,,,,-1.476533535,0.731669524,0.622422256
172.43,26.37,2.16,0.62,,,,-0.936533535,2.111669524,0.512422256
172.44,26.91,-1.95,0.08,,,,-0.396533535,-1.998330476,-0.027577744
172.45,26.91,-3.86,-0.55,,,,-0.396533535,-3.908330476,-0.657577744
172.46,22.12,-0.3,-0.06,,,,-5.186533535,-0.348330476,-0.167577744
172.47,24.32,-1.45,0.28,,,,-2.986533535,-1.498330476,0.172422256
172.48,26.53,-2.6,0.63,,,,-0.776533535,-2.648330476,0.522422256
172.49,23.21,-0.37,0.3,,,,-4.096533535,-0.418330476,0.192422256
172.5,23.72,0.71,0.46,,,,-3.586533535,0.661669524,0.352422256
172.51,23.82,-0.1,0.46,,,,-3.486533535,-0.148330476,0.352422256
172.52,23.92,-0.91,0.46,,,,-3.386533535,-0.958330476,0.352422256
172.53,24.26,1.26,0.33,,,,-3.046533535,1.211669524,0.222422256
172.54,24.6,3.44,0.21,,,,-2.706533535,3.391669524,0.102422256
172.55,27.79,-0.13,1.26,,,,0.483466465,-0.178330476,1.152422256
172.56,31.51,-4.69,1.33,,,,4.203466465,-4.738330476,1.222422256
172.57,30.54,-2.18,0.91,,,,3.233466465,-2.228330476,0.802422256
172.58,29.67,-2.33,0.38,,,,2.363466465,-2.378330476,0.272422256
172.59,26.98,-2.5,0.34,,,,-0.326533535,-2.548330476,0.232422256
172.6,27.2,-4.08,0.54,,,,-0.106533535,-4.128330476,0.432422256
172.61,31.27,-4.14,1.86,,,,3.963466465,-4.188330476,1.752422256
172.62,31.33,-4.14,1.2,,,,4.023466465,-4.188330476,1.092422256
172.63,28.61,-4.48,1.66,,,,1.303466465,-4.528330476,1.552422256
172.64,31.9,-1.8,1.82,,,,4.593466465,-1.848330476,1.712422256
172.65,27.77,0.88,0.46,,,,0.463466465,0.831669524,0.352422256
172.66,29.83,-1.97,1.14,,,,2.523466465,-2.018330476,1.032422256
172.67,30.4,-2.4,1.31,,,,3.093466465,-2.448330476,1.202422256
172.68,32.13,-2.49,1.61,,,,4.823466465,-2.538330476,1.502422256
172.69,30.34,-3.23,0.49,,,,3.033466465,-3.278330476,0.382422256
172.7,30.91,-2.67,-0.4,,,,3.603466465,-2.718330476,-0.507577744
172.71,31.49,-2.11,-1.29,,,,4.183466465,-2.158330476,-1.397577744
172.72,31.52,-2.04,-0.35,,,,4.213466465,-2.088330476,-0.457577744
172.73,31.52,-1.99,0.78,,,,4.213466465,-2.038330476,0.672422256
172.74,32.24,-1.15,0.07,,,,4.933466465,-1.198330476,-0.037577744
172.75,31.2,-0.4,-0.4,,,,3.893466465,-0.448330476,-0.507577744
172.76,32.3,0.77,-1.16,,,,4.993466465,0.721669524,-1.267577744
172.77,33.41,1.95,-1.93,,,,6.103466465,1.901669524,-2.037577744
172.78,32.27,-0.63,-1.16,,,,4.963466465,-0.678330476,-1.267577744
172.79,31.13,-3.22,-0.4,,,,3.823466465,-3.268330476,-0.507577744
172.8,31.85,-1.2,-1.51,,,,4.543466465,-1.248330476,-1.617577744
172.81,27.91,-3.59,-1.16,,,,0.603466465,-3.638330476,-1.267577744
172.82,30.8,-1.89,-1.41,,,,3.493466465,-1.938330476,-1.517577744
172.83,32.82,-1.42,-1.37,,,,5.513466465,-1.468330476,-1.477577744
172.84,28.61,0.71,-1.33,,,,1.303466465,0.661669524,-1.437577744
172.85,25,3.34,-1.03,,,,-2.306533535,3.291669524,-1.137577744
172.86,23.42,4.3,-1.26,,,,-3.886533535,4.251669524,-1.367577744
172.87,21.85,4.8,-1.49,,,,-5.456533535,4.751669524,-1.597577744
172.88,28.99,3.76,-0.24,,,,1.683466465,3.711669524,-0.347577744
172.89,27.41,2.73,0.08,,,,0.103466465,2.681669524,-0.027577744
172.9,27.21,3.44,-0.23,,,,-0.096533535,3.391669524,-0.337577744
172.91,25,3.13,-0.15,,,,-2.306533535,3.081669524,-0.257577744
172.92,27.57,1.6,-0.38,,,,0.263466465,1.551669524,-0.487577744
172.93,28.18,2.08,-0.17,,,,0.873466465,2.031669524,-0.277577744
172.94,26.56,-0.25,-0.09,,,,-0.746533535,-0.298330476,-0.197577744
172.95,24.95,-2.59,-0.01,,,,-2.356533535,-2.638330476,-0.117577744
172.96,27.5,-0.46,-0.57,,,,0.193466465,-0.508330476,-0.677577744
172.97,27.43,-1.07,-0.31,,,,0.123466465,-1.118330476,-0.417577744
172.98,27.32,1.76,-0.24,,,,0.013466465,1.711669524,-0.347577744
172.99,26.26,1.84,-0.3,,,,-1.046533535,1.791669524,-0.407577744
173,27.97,1.93,-0.55,,,,0.663466465,1.881669524,-0.657577744
173.01,26.21,3.05,-1.88,,,,-1.096533535,3.001669524,-1.987577744
173.02,27.54,1.98,-1.99,,,,0.233466465,1.931669524,-2.097577744
173.03,24.35,-0.94,-1.83,,,,-2.956533535,-0.988330476,-1.937577744
173.04,23.68,-0.18,-1.01,,,,-3.626533535,-0.228330476,-1.117577744
173.05,23.01,0.57,-0.19,,,,-4.296533535,0.521669524,-0.297577744
173.06,23.27,2.23,0.49,,,,-4.036533535,2.181669524,0.382422256
173.07,23.54,1.62,0.8,,,,-3.766533535,1.571669524,0.692422256
173.08,23.71,0.12,1.21,,,,-3.596533535,0.071669524,1.102422256
173.09,21.34,2.06,1.99,,,,-5.966533535,2.011669524,1.882422256
173.1,22.97,2,2.56,,,,-4.336533535,1.951669524,2.452422256
173.11,24.61,1.95,2.59,,,,-2.696533535,1.901669524,2.482422256
173.12,25.87,1.15,2.54,,,,-1.436533535,1.101669524,2.432422256
173.13,26.44,0.89,2.5,,,,-0.866533535,0.841669524,2.392422256
173.14,25.36,2.78,2.32,,,,-1.946533535,2.731669524,2.212422256
173.15,26.55,1,2.31,,,,-0.756533535,0.951669524,2.202422256
173.16,27.36,1.21,2.63,,,,0.053466465,1.161669524,2.522422256
173.17,24.69,-1.48,3.01,,,,-2.616533535,-1.528330476,2.902422256
173.18,25.72,-1.89,3.5,,,,-1.586533535,-1.938330476,3.392422256
173.19,25.31,0.54,3.38,,,,-1.996533535,0.491669524,3.272422256
173.2,26.39,3.06,4.03,,,,-0.916533535,3.011669524,3.922422256
173.21,27.09,3.45,4.25,,,,-0.216533535,3.401669524,4.142422256
173.22,25.02,3.84,4.07,,,,-2.286533535,3.791669524,3.962422256
173.23,23.35,3.89,3.35,,,,-3.956533535,3.841669524,3.242422256
173.24,24.95,3.95,2.88,,,,-2.356533535,3.901669524,2.772422256
173.25,30.77,1.21,2.41,,,,3.463466465,1.161669524,2.302422256
173.26,28.13,0.87,0.9,,,,0.823466465,0.821669524,0.792422256
173.27,26.04,0,-0.14,,,,-1.266533535,-0.048330476,-0.247577744
173.28,23.97,-0.87,-1.2,,,,-3.336533535,-0.918330476,-1.307577744
173.29,24.18,2.63,-0.74,,,,-3.126533535,2.581669524,-0.847577744
173.3,21.87,0.65,-0.35,,,,-5.436533535,0.601669524,-0.457577744
173.31,25.85,-0.82,-1.29,,,,-1.456533535,-0.868330476,-1.397577744
173.32,24.02,3.86,-0.81,,,,-3.286533535,3.811669524,-0.917577744
173.33,24.93,1.52,-1.05,,,,-2.376533535,1.471669524,-1.157577744
173.34,23.59,1.18,-0.77,,,,-3.716533535,1.131669524,-0.877577744
173.35,22.63,3.42,-0.97,,,,-4.676533535,3.371669524,-1.077577744
173.36,21.68,4.76,0.65,,,,-5.626533535,4.711669524,0.542422256
173.37,23.34,3.86,0.83,,,,-3.966533535,3.811669524,0.722422256
173.38,26.21,0.15,1.04,,,,-1.096533535,0.101669524,0.932422256
173.39,26.55,1.13,0.76,,,,-0.756533535,1.081669524,0.652422256
173.4,29.82,2.59,-0.76,,,,2.513466465,2.541669524,-0.867577744
173.41,28.18,4.05,0,,,,0.873466465,4.001669524,-0.107577744
173.42,24.69,0.46,0.21,,,,-2.616533535,0.411669524,0.102422256
173.43,27.59,-0.62,0.78,,,,0.283466465,-0.668330476,0.672422256
173.44,28.47,-0.01,0.34,,,,1.163466465,-0.058330476,0.232422256
173.45,29.35,0.6,-0.1,,,,2.043466465,0.551669524,-0.207577744
173.46,29.84,-3.51,-0.76,,,,2.533466465,-3.558330476,-0.867577744
173.47,31.44,-3.97,-0.72,,,,4.133466465,-4.018330476,-0.827577744
173.48,29.35,-4.44,-0.26,,,,2.043466465,-4.488330476,-0.367577744
173.49,31.23,-2.58,0.39,,,,3.923466465,-2.628330476,0.282422256
173.5,33.12,-0.73,1.04,,,,5.813466465,-0.778330476,0.932422256
173.51,31.29,-1.31,0.54,,,,3.983466465,-1.358330476,0.432422256
173.52,28.36,-0.91,0.1,,,,1.053466465,-0.958330476,-0.007577744
173.53,32.4,2.41,-1.37,,,,5.093466465,2.361669524,-1.477577744
173.54,29.12,-0.62,-1.83,,,,1.813466465,-0.668330476,-1.937577744
173.55,29.65,-0.86,-1.85,,,,2.343466465,-0.908330476,-1.957577744
173.56,28.37,-0.79,-1.75,,,,1.063466465,-0.838330476,-1.857577744
173.57,27.09,-0.73,-1.65,,,,-0.216533535,-0.778330476,-1.757577744
173.58,22.63,1.21,0.28,,,,-4.676533535,1.161669524,0.172422256
173.59,24.93,-2.63,0.85,,,,-2.376533535,-2.678330476,0.742422256
173.6,23.78,-0.71,0.56,,,,-3.526533535,-0.758330476,0.452422256
173.61,28.08,2.85,0.8,,,,0.773466465,2.801669524,0.692422256
173.62,29.21,0.06,-0.1,,,,1.903466465,0.011669524,-0.207577744
173.63,26.1,-1.25,-0.63,,,,-1.206533535,-1.298330476,-0.737577744
173.64,27.37,-0.93,-0.51,,,,0.063466465,-0.978330476,-0.617577744
173.65,24.93,-2.29,0.87,,,,-2.376533535,-2.338330476,0.762422256
173.66,26.76,-1.53,0.96,,,,-0.546533535,-1.578330476,0.852422256
173.67,28.51,-4.21,0.57,,,,1.203466465,-4.258330476,0.462422256
173.68,27.63,-2.87,0.76,,,,0.323466465,-2.918330476,0.652422256
173.69,26.36,1.55,0.24,,,,-0.946533535,1.501669524,0.132422256
173.7,24.36,-0.06,-0.26,,,,-2.946533535,-0.108330476,-0.367577744
173.71,25.36,0.74,-0.01,,,,-1.946533535,0.691669524,-0.117577744
173.72,30.19,-1.05,1.35,,,,2.883466465,-1.098330476,1.242422256
